page,date,amount,operation,details,clock_icon,amount_text
0,25.08.25,-774.0,Покупка,Magnum Cash&Carry,True,"- 774,00 ₸"
0,25.08.25,-50.0,Покупка,Победа,True,"- 50,00 ₸"
0,25.08.25,-6000.0,Покупка,Beeline,True,"- 6 000,00 ₸"
0,24.08.25,-415.0,Покупка,CITY CENTER,False,"- 415,00 ₸"
0,24.08.25,-3993.0,Покупка,CITY CENTER,False,"- 3 993,00 ₸"
0,24.08.25,-28303.0,Покупка,Magnum E-commerce Kazakhstan,False,"- 28 303,00 ₸"
0,24.08.25,51000.0,Пополнение,Со своего Счета в Kaspi Pay,False,"+ 51 000,00 ₸"
0,23.08.25,-172000.0,Покупка,Отбасы банк. Погашение кредита,False,"- 172 000,00 ₸"
0,23.08.25,-20000.0,Покупка,ТОО Kaspi Travel,False,"- 20 000,00 ₸"
0,23.08.25,193000.0,Пополнение,Со своего Счета в Kaspi Pay,False,"+ 193 000,00 ₸"
0,23.08.25,-20000.0,Покупка,ТОО Kaspi Travel,False,"- 20 000,00 ₸"
0,23.08.25,-4001.0,Покупка,АЗС 5,False,"- 4 001,00 ₸"
0,23.08.25,-431.0,Покупка,ӨСКЕМЕНСПЕЦКОММУНТРАНС. Физические лица,False,"- 431,00 ₸"
0,23.08.25,-11500.0,Покупка,"ТОО ""ФИРКАН""",True,"- 11 500,00 ₸"
0,23.08.25,-9595.0,Покупка,Magnum E-commerce Kazakhstan,True,"- 9 595,00 ₸"
0,23.08.25,-180.0,Перевод,Abdulkhamid M.,False,"- 180,00 ₸"
0,22.08.25,-1598.0,Покупка,Одноразовая посуда,False,"- 1 598,00 ₸"
0,22.08.25,-1000.0,Покупка,ИПХасенова,False,"- 1 000,00 ₸"
0,22.08.25,-900.0,Покупка,CITY CENTER,False,"- 900,00 ₸"
0,22.08.25,-12700.0,Покупка,ИП ШАШКОВ С.В.,True,"- 12 700,00 ₸"
0,22.08.25,-7400.0,Покупка,ИП ШАШКОВ С.В.,True,"- 7 400,00 ₸"
1,22.08.25,5992.0,Покупка,OZON.KZ,False,"+ 5 992,00 ₸"
1,21.08.25,56000.0,Пополнение,Со своего Счета в Kaspi Pay,False,"+ 56 000,00 ₸"
1,21.08.25,-10000.0,Перевод,Адилбек И.,False,"- 10 000,00 ₸"
1,21.08.25,-500.0,Покупка,ДП Ивушка,False,"- 500,00 ₸"
1,20.08.25,-1000.0,Покупка,Оскемен Водоканал. Физические лица,False,"- 1 000,00 ₸"
1,20.08.25,-1000.0,Покупка,Оскемен Водоканал. Физические лица,False,"- 1 000,00 ₸"
1,20.08.25,-431.0,Покупка,ӨСКЕМЕНСПЕЦКОММУНТРАНС. Физические лица,False,"- 431,00 ₸"
1,20.08.25,-2000.0,Покупка,ОЭСК,False,"- 2 000,00 ₸"
1,20.08.25,-2000.0,Покупка,ОЭСК,False,"- 2 000,00 ₸"
1,20.08.25,-75729.0,Покупка,OZON.KZ,False,"- 75 729,00 ₸"
